id,title,description,availability,condition,price,link,image_link,brand,item_group_id,color,size,material,shipping_weight
aufkleber_5_10,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,dunkelblau,60cm,,0.5kg
aufkleber_5_11,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grün,60cm,,0.5kg
aufkleber_5_12,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grau,60cm,,0.5kg
aufkleber_5_13,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,weiß,60cm,,0.5kg
aufkleber_5_14,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,schwarz,90cm,,0.5kg
aufkleber_5_15,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,gelb,90cm,,0.5kg
aufkleber_5_16,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,rot,90cm,,0.5kg
aufkleber_5_17,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,dunkelblau,90cm,,0.5kg
aufkleber_5_18,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grün,90cm,,0.5kg
aufkleber_5_19,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grau,90cm,,0.5kg
aufkleber_5_20,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,weiß,90cm,,0.5kg
aufkleber_5_21,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,schwarz,120cm,,0.5kg
aufkleber_5_22,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,gelb,120cm,,0.5kg
aufkleber_5_23,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,rot,120cm,,0.5kg
aufkleber_5_24,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,dunkelblau,120cm,,0.5kg
aufkleber_5_25,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grün,120cm,,0.5kg
aufkleber_5_26,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,grau,120cm,,0.5kg
aufkleber_5_27,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/94-watzmann-aufkleber.html,https://klebefux.de/auftragsbearbeitung/images.php?product=94&image=1120,klebefux,aufkleber5,weiß,120cm,,0.5kg
aufkleber_6_0,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,schwarz,30cm,,0.5kg
aufkleber_6_1,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,gelb,30cm,,0.5kg
aufkleber_6_2,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,rot,30cm,,0.5kg
aufkleber_6_3,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,dunkelblau,30cm,,0.5kg
aufkleber_6_4,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grün,30cm,,0.5kg
aufkleber_6_5,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grau,30cm,,0.5kg
aufkleber_6_6,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,weiß,30cm,,0.5kg
aufkleber_6_7,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,schwarz,60cm,,0.5kg
aufkleber_6_8,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,gelb,60cm,,0.5kg
aufkleber_6_9,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,rot,60cm,,0.5kg
aufkleber_6_10,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,dunkelblau,60cm,,0.5kg
aufkleber_6_11,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grün,60cm,,0.5kg
aufkleber_6_12,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grau,60cm,,0.5kg
aufkleber_6_13,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,weiß,60cm,,0.5kg
aufkleber_6_14,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,schwarz,90cm,,0.5kg
aufkleber_6_15,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,gelb,90cm,,0.5kg
aufkleber_6_16,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,rot,90cm,,0.5kg
aufkleber_6_17,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,dunkelblau,90cm,,0.5kg
aufkleber_6_18,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grün,90cm,,0.5kg
aufkleber_6_19,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grau,90cm,,0.5kg
aufkleber_6_20,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,weiß,90cm,,0.5kg
aufkleber_6_21,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,schwarz,120cm,,0.5kg
aufkleber_6_22,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,gelb,120cm,,0.5kg
aufkleber_6_23,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,rot,120cm,,0.5kg
aufkleber_6_24,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,dunkelblau,120cm,,0.5kg
aufkleber_6_25,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grün,120cm,,0.5kg
aufkleber_6_26,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,grau,120cm,,0.5kg
aufkleber_6_27,"Watzmann Aufkleber","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"21.00 EUR",https://klebefux.de/home/95-watzmann-aufkleber-2.html,https://klebefux.de/auftragsbearbeitung/images.php?product=95&image=1121,klebefux,aufkleber6,weiß,120cm,,0.5kg
aufkleber_7_0,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,schwarz,30cm,,0.5kg
aufkleber_7_1,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,gelb,30cm,,0.5kg
aufkleber_7_2,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,rot,30cm,,0.5kg
aufkleber_7_3,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,dunkelblau,30cm,,0.5kg
aufkleber_7_4,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grün,30cm,,0.5kg
aufkleber_7_5,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grau,30cm,,0.5kg
aufkleber_7_6,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"15.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,weiß,30cm,,0.5kg
aufkleber_7_7,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,schwarz,60cm,,0.5kg
aufkleber_7_8,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,gelb,60cm,,0.5kg
aufkleber_7_9,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,rot,60cm,,0.5kg
aufkleber_7_10,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,dunkelblau,60cm,,0.5kg
aufkleber_7_11,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grün,60cm,,0.5kg
aufkleber_7_12,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grau,60cm,,0.5kg
aufkleber_7_13,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"17.00 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,weiß,60cm,,0.5kg
aufkleber_7_14,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,schwarz,90cm,,0.5kg
aufkleber_7_15,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,gelb,90cm,,0.5kg
aufkleber_7_16,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,rot,90cm,,0.5kg
aufkleber_7_17,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,dunkelblau,90cm,,0.5kg
aufkleber_7_18,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grün,90cm,,0.5kg
aufkleber_7_19,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,grau,90cm,,0.5kg
aufkleber_7_20,"Watzmann Auffi Muaß I Aufkleber (Norddeutsch: ich muss rauf)     (-:","Unsere Aufkleber und Textilien sind keine Lagerware. Diese werden nach der Bestellung individuell für Dich angefertigt. ","In Stock",New,"19.50 EUR",#,https://klebefux.de/auftragsbearbeitung/images.php?product=&image=0,klebefux,aufkleber7,weiß,90cm,,0.5kg
